FID,Volcano_Number,Volcano_Name,Eruption_Number,Activity_Type,ExplosivityIndexMax,ExplosivityIndexModifier,ActivityArea,ActivityUnit,StartEvidenceMethod,StartDateYearModifier,StartDateYear,StartDateYearUncertainty,StartDateDayModifier,StartDateMonth,StartDateDay,StartDateDayUncertainty,EndDateYearModifier,EndDateYear,EndDateYearUncertainty,EndDateDayModifier,EndDateMonth,EndDateDay,EndDateDayUncertainty,GeoLocation
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_657a,210010,West Eifel Volcanic Field,10001,Confirmed Eruption,,,Ulmener Maar,,Isotopic: 14C (calibrated),,-8740,150,,0,0,,,,,,,,,POINT (6.85 50.17)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_657b,210010,West Eifel Volcanic Field,10002,Confirmed Eruption,,,"Strohn, Pulvermaar",,Isotopic: 14C (uncalibrated),,-8300,300,,0,0,,,,,,,,,POINT (6.85 50.17)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_657c,210020,Chaine des Puys,10003,Confirmed Eruption,,,Western Puy de Dôme,,Isotopic: 14C (uncalibrated),,-7840,200,,0,0,,,,,,,,,POINT (2.981 45.786)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_657d,210020,Chaine des Puys,10004,Confirmed Eruption,,,Puy Mey,,Radiogenic: Thermoluminescence,?,-7740,,,0,0,,,,,,,,,POINT (2.981 45.786)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_657e,210020,Chaine des Puys,10005,Confirmed Eruption,,,,Taphanel tephra,Isotopic: 14C (uncalibrated),,-7020,100,,0,0,,,,,,,,,POINT (2.981 45.786)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_657f,210020,Chaine des Puys,10006,Confirmed Eruption,,,"Puys Chopine, Vasset, Cratère Kilian",,Isotopic: 14C (uncalibrated),?,-6550,,,0,0,,,,,,,,,POINT (2.981 45.786)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6580,210020,Chaine des Puys,10007,Confirmed Eruption,,,Puy de Pariou,,Radiogenic: Thermoluminescence,?,-6250,,,0,0,,,,,,,,,POINT (2.981 45.786)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6581,210020,Chaine des Puys,10009,Confirmed Eruption,,,"Puy de Lassolas, Puy de la Vache",,Isotopic: 14C (uncalibrated),,-6020,150,,0,0,,,,,,,,,POINT (2.981 45.786)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6582,210020,Chaine des Puys,10010,Confirmed Eruption,,,"Puy de Come, Puy Montchier",,Radiogenic: Thermoluminescence,?,-5760,,,0,0,,,,,,,,,POINT (2.981 45.786)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6583,210020,Chaine des Puys,10011,Confirmed Eruption,,,"Montcineyre, Estivadoux, Pavin",,Isotopic: 14C (uncalibrated),,-4040,150,,0,0,,,,,,,,,POINT (2.981 45.786)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6584,210040,Calatrava Volcanic Field,10012,Confirmed Eruption,,,Columba,,Isotopic: 14C (calibrated),,-3600,500,,0,0,,,,,,,,,POINT (-4.02 38.87)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6585,225030,"Marra, Jebel",14139,Confirmed Eruption,4,C,Deriba caldera,,Isotopic: 14C (calibrated),?,-2000,,,0,0,,,,,,,,,POINT (24.27 12.95)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6586,225050,Meidob Volcanic Field,14140,Confirmed Eruption,4,P,NE crater of vent VF 57,,Radiogenic: Thermoluminescence,,-6050,1600,,0,0,,,,,,,,,POINT (26.47 15.32)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6587,225050,Meidob Volcanic Field,14141,Confirmed Eruption,,,Central Meidob volcanic field,,Radiogenic: Thermoluminescence,,-5250,500,,0,0,,,,,,,,,POINT (26.47 15.32)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6588,225050,Meidob Volcanic Field,14142,Confirmed Eruption,4,P,Central Meidob volcanic field,,Correlation: Tephrochronology,,-4150,1450,,0,0,,,,,,,,,POINT (26.47 15.32)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6589,225050,Meidob Volcanic Field,14143,Confirmed Eruption,4,P,SW crater of vent VF 57,,Correlation: Tephrochronology,?,-3050,,,0,0,,,,,,,,,POINT (26.47 15.32)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_658a,225050,Meidob Volcanic Field,14144,Confirmed Eruption,4,P,Central Meidob volcanic field,,Correlation: Tephrochronology,?,-3000,,,0,0,,,,,,,,,POINT (26.47 15.32)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_658b,225050,Meidob Volcanic Field,14145,Confirmed Eruption,0,,Vent VF 214,,Radiogenic: Thermoluminescence,,-2950,500,,0,0,,,,,,,,,POINT (26.47 15.32)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_658c,225060,Bayuda Volcanic Field,14146,Confirmed Eruption,,,,,Isotopic: 14C (uncalibrated),,850,50,,0,0,,,,,,,,,POINT (32.75 18.33)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_658d,242010,Curtis Island,14679,Uncertain Eruption,,,,,,,1936,,,6,18,,,1936,,,12,0,,POINT (-178.556 -30.543)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_658e,242010,Curtis Island,14680,Uncertain Eruption,0,,5-6 km NNE of Curtis Island,,,,2009,,,1,18,,,2009,,,1,19,,POINT (-178.556 -30.543)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_658f,256010,Tinakula,15186,Confirmed Eruption,,,,,Isotopic: 14C (uncalibrated),?,-1050,,,0,0,,,,,,,,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6590,256010,Tinakula,15187,Confirmed Eruption,3,^,,,Observations: Reported,<,1595,,,9,7,,,1595,,?,9,14,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6591,256010,Tinakula,15188,Confirmed Eruption,2,,,,Observations: Reported,,1767,,,8,17,,,,,,,,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6592,256010,Tinakula,15189,Confirmed Eruption,1,?,,,Observations: Reported,,1797,,,0,0,,,,,,,,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6593,256010,Tinakula,15190,Confirmed Eruption,3,?,,,Observations: Reported,?,1840,,,0,0,,,,,,,,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6594,256010,Tinakula,15191,Confirmed Eruption,2,,,,Observations: Reported,,1855,,,8,0,,,,,,,,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6595,256010,Tinakula,15210,Confirmed Eruption,1,?,,,Observations: Reported,,2008,,?,9,19,,,2008,,?,11,29,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6596,256010,Tinakula,22239,Confirmed Eruption,3,,Summit crater,,Observations: Reported,,2017,,,10,21,,,2017,,,10,26,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6597,256010,Tinakula,22313,Confirmed Eruption,2,,Summit vent and NW flank,,Observations: Reported,,2018,,<,12,8,,,2024,,,12,31,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6598,256010,Tinakula,15204,Confirmed Eruption,1,?,,,Observations: Reported,,1995,,,7,2,182,,,,,,,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_6599,256010,Tinakula,15205,Confirmed Eruption,1,?,,,Observations: Reported,,1999,,,5,16,15,,,,,,,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_659a,256010,Tinakula,15206,Confirmed Eruption,1,?,,,Observations: Reported,,2000,,?,2,29,,,2001,,?,5,8,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_659b,256010,Tinakula,15207,Uncertain Eruption,1,,Upper NW flank,,Observations: Reported,,2002,,,4,16,15,,,,,,,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_659c,256010,Tinakula,15208,Uncertain Eruption,1,?,,,,,2002,,,11,16,15,,,,,,,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_659d,256010,Tinakula,15209,Confirmed Eruption,2,,,,Observations: Reported,,2006,,,2,11,,,2007,,?,11,9,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_659e,256010,Tinakula,15198,Confirmed Eruption,3,,,,Observations: Reported,,1951,,,10,23,,,1951,,,11,27,30,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_659f,256010,Tinakula,15199,Uncertain Eruption,2,?,,,,,1955,,,8,16,15,,1955,,,10,15,60,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65a0,256010,Tinakula,15200,Confirmed Eruption,3,,Upper NW flank,,Observations: Reported,,1965,,,11,23,,,1966,,,6,11,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65a1,256010,Tinakula,15201,Confirmed Eruption,2,,Upper and lower NW flanks,,Observations: Reported,,1971,,,9,6,,,1971,,,12,11,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65a2,256010,Tinakula,15202,Confirmed Eruption,2,,Upper NW flank,,Observations: Reported,,1984,,<,6,3,,,1985,,>,6,13,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65a3,256010,Tinakula,15203,Confirmed Eruption,1,,,,Observations: Reported,,1989,,<,8,16,15,,1990,,>,2,16,15,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65a4,256010,Tinakula,15192,Confirmed Eruption,2,,,,Observations: Reported,,1857,,,8,0,,,,,,,,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65a5,256010,Tinakula,15193,Confirmed Eruption,2,,,,Observations: Reported,,1869,,,3,0,,,,,,,,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65a6,256010,Tinakula,15194,Confirmed Eruption,2,?,,,Observations: Reported,,1871,,,0,0,,,,,,,,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65a7,256010,Tinakula,15195,Confirmed Eruption,,,,,Observations: Reported,,1886,,,0,0,,,,,,,,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65a8,256010,Tinakula,15196,Confirmed Eruption,2,?,,,Observations: Reported,,1897,,,3,26,5,,,,,,,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65a9,256010,Tinakula,15197,Confirmed Eruption,2,,,,Observations: Reported,,1909,,,8,0,,,,,,,,,POINT (165.804 -10.386)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65aa,264010,Batur,16179,Confirmed Eruption,2,,Batur I,,Observations: Reported,,1804,,,0,0,,,,,,,,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65ab,264010,Batur,16180,Confirmed Eruption,2,,Batur I,,Observations: Reported,,1821,,,3,16,,,,,,,,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65ac,264010,Batur,16181,Uncertain Eruption,,,,,,,1847,,,0,0,,,,,,,,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65ad,264010,Batur,16182,Confirmed Eruption,2,,,,Observations: Reported,,1849,,,0,0,,,,,,,,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65ae,264010,Batur,16183,Confirmed Eruption,1,?,Batur I,,Observations: Reported,,1854,,,4,28,,,,,,,,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65af,264010,Batur,16184,Confirmed Eruption,2,,SE flank of Batur I,,Observations: Reported,,1888,,,5,30,,,1888,,,5,31,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65b0,264010,Batur,16203,Uncertain Eruption,1,?,,,,,1976,,,3,26,,,1976,,,3,26,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65b1,264010,Batur,16204,Confirmed Eruption,1,,Batur III,,Observations: Reported,,1994,,,8,7,,,1994,,>,8,14,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65b2,264010,Batur,16205,Confirmed Eruption,1,,,,Observations: Reported,,1998,,,7,4,3,,,,,,,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65b3,264010,Batur,16206,Confirmed Eruption,1,,,,Observations: Reported,,1999,,,3,15,,,2000,,?,6,16,15,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65b4,264010,Batur,16197,Confirmed Eruption,2,,SW flank (Batur III),,Observations: Reported,,1968,,,1,23,,,1968,,,2,15,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65b5,264010,Batur,16198,Confirmed Eruption,1,,SW flank (1963 vent),,Observations: Reported,,1970,,,1,5,4,,1970,,,1,15,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65b6,264010,Batur,16199,Confirmed Eruption,1,,,,Observations: Reported,,1971,,,3,11,,,1971,,>,8,25,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65b7,264010,Batur,16200,Confirmed Eruption,2,,Batur III,,Observations: Reported,,1972,,,1,19,,,1972,,,3,16,15,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65b8,264010,Batur,16201,Uncertain Eruption,1,,,,Observations: Reported,,1973,,,3,30,90,,,,,,,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65b9,264010,Batur,16202,Confirmed Eruption,2,,Batur III,,Observations: Reported,,1974,,,3,12,,,1974,,,4,16,15,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65ba,264010,Batur,16191,Confirmed Eruption,2,,Batur II,,Observations: Reported,,1924,,,3,0,,,1924,,?,3,0,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65bb,264010,Batur,16192,Confirmed Eruption,2,,Batur II,,Observations: Reported,,1925,,,1,5,4,,1925,,,1,5,4,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65bc,264010,Batur,16193,Confirmed Eruption,2,,SW flank below Batur III,,Observations: Reported,,1926,,,8,2,,,1926,,,9,21,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65bd,264010,Batur,16194,Confirmed Eruption,2,,"SW, W flanks (near Batur III, Butus)",,Observations: Reported,,1963,,,9,5,,,1964,,,5,10,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65be,264010,Batur,16195,Confirmed Eruption,1,,SW flank (near Batur III),,Observations: Reported,,1965,,,8,18,,,1965,,,12,16,15,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65bf,264010,Batur,16196,Confirmed Eruption,1,,SW flank (west of 1965 vent),,Observations: Reported,,1966,,,4,28,,,,,,,,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65c0,264010,Batur,16185,Confirmed Eruption,2,,Batur I,,Observations: Reported,,1897,,,0,0,,,,,,,,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65c1,264010,Batur,16186,Confirmed Eruption,2,,West caldera floor (Gunung Anti),,Observations: Reported,,1904,,,0,0,,,,,,,,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65c2,264010,Batur,16187,Confirmed Eruption,2,,"Batur I, Batur II, Batur III",,Observations: Reported,,1905,,,0,0,,,,,,,,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65c3,264010,Batur,16188,Confirmed Eruption,2,,SW flank (Batur II),,Observations: Reported,,1921,,,1,29,,,1921,,,4,17,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65c4,264010,Batur,16189,Confirmed Eruption,2,,,,Observations: Reported,,1922,,,8,30,,,,,,,,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65c5,264010,Batur,16190,Confirmed Eruption,2,,Batur II,,Observations: Reported,,1923,,,0,0,,,,,,,,,POINT (115.3775 -8.2403)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65c6,264020,Agung,16207,Confirmed Eruption,2,,,,Observations: Reported,,1808,,,0,0,,,,,,,,,POINT (115.508 -8.343)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65c7,264020,Agung,16208,Uncertain Eruption,2,,,,,,1821,,,3,16,,,,,,,,,POINT (115.508 -8.343)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65c8,264020,Agung,16209,Confirmed Eruption,5,,,,Observations: Reported,,1843,,,0,0,,,,,,,,,POINT (115.508 -8.343)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65c9,264020,Agung,16210,Confirmed Eruption,5,,,,Observations: Reported,,1963,,,2,18,,,1964,,,1,27,,POINT (115.508 -8.343)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65ca,264020,Agung,22241,Confirmed Eruption,3,,Summit crater,,Observations: Reported,,2017,,,11,21,,,2019,,,6,13,,POINT (115.508 -8.343)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65cb,264030,Rinjani,20843,Confirmed Eruption,7,?,Samalas,,Sidereal: Ice Core,,1257,,,7,1,90,,,,,,,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65cc,264030,Rinjani,20844,Confirmed Eruption,,,,,Isotopic: 14C (uncalibrated),?,-600,,,,,,,,,,,,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65cd,264030,Rinjani,16211,Confirmed Eruption,2,,Gunung Barujari,,Observations: Reported,,1846,,,9,10,,,1846,,,9,12,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65ce,264030,Rinjani,16212,Confirmed Eruption,2,,Gunung Barujari,,Observations: Reported,,1884,,,8,8,,,1884,,,8,10,1,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65cf,264030,Rinjani,16213,Confirmed Eruption,2,,Gunung Barujari,,Observations: Reported,,1900,,,11,30,,,1900,,,12,2,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65d0,264030,Rinjani,16214,Confirmed Eruption,2,,Gunung Barujari,,Observations: Reported,,1901,,,6,1,,,1901,,,6,2,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65d1,264030,Rinjani,16227,Confirmed Eruption,2,,NE flank of Gunung Barujari,,Observations: Reported,,2009,,,5,2,,,2010,,,5,23,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65d2,264030,Rinjani,22104,Confirmed Eruption,2,,Barujari crater,,Observations: Reported,,2015,,,10,25,,,2015,,,12,24,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65d3,264030,Rinjani,22149,Confirmed Eruption,2,,Barujari Crater,,Observations: Reported,,2016,,,8,1,,,2016,,,9,27,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65d4,264030,Rinjani,16221,Confirmed Eruption,0,?,Gunung Barujari,,Observations: Reported,,1953,,,10,15,45,,,,,,,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65d5,264030,Rinjani,16222,Confirmed Eruption,0,,Gunung Barujari,,Observations: Reported,,1965,,,9,16,15,,,,,,,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65d6,264030,Rinjani,16223,Confirmed Eruption,1,,East side of Barujari (2250 m),,Observations: Reported,,1966,,,3,28,,,1966,,,8,8,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65d7,264030,Rinjani,16224,Confirmed Eruption,3,?,Gunung Barujari,,Observations: Reported,,1994,,,6,3,,,1994,,,11,21,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65d8,264030,Rinjani,16225,Uncertain Eruption,,,,,,,1995,,,9,12,,,,,,,,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65d9,264030,Rinjani,16226,Confirmed Eruption,2,,Summit and NE flank of Barujari,,Observations: Reported,,2004,,,10,1,,,2004,,>,10,5,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65da,264030,Rinjani,16215,Confirmed Eruption,1,?,Gunung Barujari,,Observations: Reported,,1906,,,4,29,,,,,,,,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65db,264030,Rinjani,16216,Confirmed Eruption,2,,Gunung Barujari,,Observations: Reported,,1909,,,11,30,,,1909,,,12,2,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65dc,264030,Rinjani,16217,Confirmed Eruption,2,,Gunung Barujari (Segara Munjar),,Observations: Reported,,1915,,,11,4,,,,,,,,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65dd,264030,Rinjani,16218,Uncertain Eruption,,,Rinjani summit,,,,1941,,,5,30,,,,,,,,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65de,264030,Rinjani,16219,Confirmed Eruption,2,,NW flank of Barujari (Rombongan),,Observations: Reported,,1944,,,12,25,,,1945,,?,1,1,,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65df,264030,Rinjani,16220,Confirmed Eruption,0,,NW flank of Gunung Barujari,,Observations: Reported,,1949,,,0,0,,,1950,,,7,2,182,POINT (116.47 -8.42)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65e0,264040,Tambora,16228,Confirmed Eruption,,,,,Isotopic: 14C (uncalibrated),,-3910,200,,0,0,,,,,,,,,POINT (118 -8.25)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65e1,264040,Tambora,16229,Confirmed Eruption,,,,,Isotopic: 14C (uncalibrated),?,-3050,,,0,0,,,,,,,,,POINT (118 -8.25)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65e2,264040,Tambora,16230,Confirmed Eruption,,,,,Isotopic: 14C (uncalibrated),,740,150,,0,0,,,,,,,,,POINT (118 -8.25)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65e3,264040,Tambora,16231,Confirmed Eruption,7,,,,Observations: Reported,,1812,,,0,0,,,1815,,?,7,15,,POINT (118 -8.25)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65e4,264040,Tambora,16232,Confirmed Eruption,2,,,,Observations: Reported,,1819,,,8,0,,,,,,,,,POINT (118 -8.25)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65e5,264040,Tambora,16233,Confirmed Eruption,2,,SW part of caldera (Doro Afi Toi),,Observations: Reported,,1880,30,,0,0,,,,,,,,,POINT (118 -8.25)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65e6,264040,Tambora,16234,Confirmed Eruption,0,,NE part of caldera floor,,Observations: Reported,,1967,20,,7,2,182,,,,,,,,POINT (118 -8.25)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65e7,264050,Sangeang Api,22434,Confirmed Eruption,2,,,,Observations: Reported,,2022,,,2,17,,,2022,,,2,17,,POINT (119.07 -8.2)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65e8,264050,Sangeang Api,20911,Confirmed Eruption,3,,Summit crater and east flank,,Observations: Reported,,2014,,,5,30,,,2015,,,11,5,,POINT (119.07 -8.2)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65e9,264050,Sangeang Api,16235,Uncertain Eruption,3,^,,,Observations: Reported,,1512,,,0,0,,,,,,,,,POINT (119.07 -8.2)
Smithsonian_VOTW_Holocene_Eruptions.fid-6270b0b5_19932c51bb0_65ea,264050,Sangeang Api,16236,Confirmed Eruption,2,,,,Observations: Reported,,1715,,,0,0,,,,,,,,,POINT (119.07 -8.2)
